# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Sun Dec 12 13:44:06 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 9.95424 1.0502239466 2.4828534126    1.049  0.498  3.6981  3.705    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.01e-13      0.00 7.164e-01 2.688e-01 2.636e-03 7.204e-04 6.545e-03 -1.000 1.485e-02 3.525 5.451 4.721 3.801 3.239 2.800 2.172 1.664 1.595
0.0152 0.01508 9.95424 1.0515477657 2.4831006527    1.050  0.543  3.6953  3.649    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -5.9e-13      0.00 7.136e-01 2.715e-01 2.643e-03 7.236e-04 6.569e-03 -1.000 1.492e-02 3.412 5.386 4.633 3.702 3.133 2.688 2.050 1.533 1.463
0.0152 0.01508 9.95424 1.0526030064 2.4832973480    1.051  0.584  3.6934  3.601    3  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -6.83e-13      0.00 7.110e-01 2.741e-01 2.636e-03 7.302e-04 6.585e-03 -1.000 1.498e-02 3.309 5.311 4.546 3.607 3.034 2.586 1.941 1.419 1.348
0.0152 0.01508 9.95424 1.0538302660 2.4835252762    1.052  0.637  3.6916  3.541    3  0.000  0.525     0.00     0.00     0.00     0.00     0.00 -1 -8.23e-13      0.00 7.075e-01 2.775e-01 2.598e-03 7.625e-04 6.601e-03 -1.000 1.506e-02 3.177 5.206 4.429 3.484 2.907 2.455 1.804 1.276 1.204
0.0152 0.01508 9.95424 1.0547372103 2.4836933613    1.053  0.680  3.6904  3.494    3  0.000  0.512     0.00     0.00     0.00     0.00     0.00 -1 -9.59e-13      0.00 7.047e-01 2.802e-01 2.538e-03 8.257e-04 6.611e-03 -1.000 1.508e-02 3.070 5.115 4.331 3.381 2.803 2.349 1.692 1.161 1.088
0.0152 0.01508 9.95424 1.0557531118 2.4838812351    1.054  0.732  3.6891  3.437    3  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -1.15e-12      0.00 7.016e-01 2.833e-01 2.451e-03 9.302e-04 6.621e-03 -1.000 1.508e-02 2.939 5.010 4.215 3.258 2.676 2.219 1.557 1.022 0.949
0.0152 0.01508 9.95424 1.0565279722 2.4840242863    1.055  0.776  3.6879  3.389    3  0.000  0.481     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-12      0.00 6.993e-01 2.856e-01 2.389e-03 1.008e-03 6.627e-03 -1.000 1.509e-02 2.831 4.923 4.118 3.155 2.570 2.110 1.445 0.906 0.833
0.0152 0.01508 9.95424 1.0572515726 2.4841578007    1.055  0.820  3.6868  3.341    3  0.000  0.470     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-12      0.00 6.973e-01 2.876e-01 2.340e-03 1.071e-03 6.632e-03 -1.000 1.511e-02 2.721 4.835 4.020 3.051 2.463 2.001 1.331 0.790 0.716
0.0152 0.01508 9.95424 1.0578804016 2.4842734337    1.056  0.861  3.6856  3.295    3  0.000  0.464     0.00     0.00     0.00     0.00     0.00 -1 -1.82e-12      0.00 6.958e-01 2.891e-01 2.308e-03 1.112e-03 6.635e-03 -1.000 1.512e-02 2.618 4.754 3.929 2.953 2.363 1.898 1.224 0.679 0.605
0.0152 0.01508 9.95424 1.0586357117 2.4844121933    1.057  0.915  3.6840  3.235    3  0.000  0.457     0.00     0.00     0.00     0.00     0.00 -1  -2.2e-12      0.00 6.942e-01 2.907e-01 2.277e-03 1.153e-03 6.638e-03 -1.000 1.513e-02 2.483 4.650 3.810 2.827 2.232 1.764 1.084 0.534 0.459
0.0152 0.01508 9.95424 1.0591614246 2.4845087528    1.057  0.956  3.6827  3.189    3  0.000  0.453     0.00     0.00     0.00     0.00     0.00 -1 -2.55e-12      0.00 6.932e-01 2.917e-01 2.258e-03 1.176e-03 6.640e-03 -1.000 1.516e-02 2.380 4.574 3.721 2.731 2.133 1.662 0.977 0.424 0.348
0.0152 0.01508 9.95424 1.0597698689 2.4846203327    1.058  1.007  3.6810  3.131    3  0.000  0.450     0.00     0.00     0.00     0.00     0.00 -1 -3.07e-12      0.00 6.923e-01 2.925e-01 2.243e-03 1.196e-03 6.642e-03 -1.000 1.515e-02 2.251 4.480 3.611 2.611 2.008 1.534 0.842 0.284 0.207
0.0152 0.01508 9.95424 1.0602229834 2.4847033024    1.058  1.050  3.6794  3.083    3  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1 -3.56e-12      0.00 6.918e-01 2.930e-01 2.235e-03 1.207e-03 6.643e-03 -1.000 1.516e-02 2.146 4.406 3.522 2.514 1.907 1.429 0.732 0.169 0.092
0.0152 0.01508 9.95424 1.0607311726 2.4847962856    1.058  1.101  3.6774  3.023    3  0.000  0.447     0.00     0.00     0.00     0.00     0.00 -1 -4.29e-12      0.00 6.914e-01 2.935e-01 2.228e-03 1.216e-03 6.644e-03 -1.000 1.518e-02 2.017 4.320 3.415 2.397 1.784 1.302 0.597 0.028 -0.051
0.0152 0.01508 9.95424 1.0611991882 2.4848816395    1.059  1.154  3.6753  2.962    3  0.000  0.446     0.00     0.00     0.00     0.00     0.00 -1  -5.2e-12      0.00 6.912e-01 2.936e-01 2.224e-03 1.220e-03 6.645e-03 -1.000 1.519e-02 1.886 4.234 3.306 2.278 1.659 1.172 0.459 -0.117 -0.197
0.0152 0.01508 9.95424 1.0616048574 2.4849557877    1.059  1.204  3.6731  2.903    3  0.000  0.446     0.00     0.00     0.00     0.00     0.00 -1 -6.24e-12      0.00 6.911e-01 2.937e-01 2.222e-03 1.223e-03 6.645e-03 -1.000 1.519e-02 1.760 4.153 3.203 2.165 1.540 1.048 0.326 -0.256 -0.337
